Tester,Pack tested,Date started,Date completed,Opened first,Knew what to open first? (Y/N + notes),Knew what to do next? (Y/N + notes),Completion status,Calm vs overwhelming (1-5),Would try another pack? (Y/N),Main confusion,Action needed,Change made?
,,,,,,,,,,,,
